TimePeriod,Area_Name,Indicator_Name,Data_Value,Subgroup_Val
2001, Punjab,Actual Strength - Female,0,A.I.G.
2001, Punjab,Actual Strength - Female,0,Assistant Jailor
2001, Punjab,Actual Strength - Female,2,Assistant Supdt.
2001, Punjab,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Punjab,Actual Strength - Female,0,D.I.G.
2001, Punjab,Actual Strength - Female,0,Dy. Jailor
2001, Punjab,Actual Strength - Female,1,Dy. Supdt.
2001, Punjab,Actual Strength - Female,10,Head Matron
2001, Punjab,Actual Strength - Female,0,Head Warders
2001, Punjab,Actual Strength - Female,0,Jailor
2001, Punjab,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Punjab,Actual Strength - Female,42,Matron
2001, Punjab,Actual Strength - Female,0,Medical Officer
2001, Punjab,Actual Strength - Female,0,Officers
2001, Punjab,Actual Strength - Female,4,Other Cadres
2001, Punjab,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Punjab,Actual Strength - Female,0,Other Medical Staff
2001, Punjab,Actual Strength - Female,23,Other Non-Gazetted Staff
2001, Punjab,Actual Strength - Female,0,Other Officers
2001, Punjab,Actual Strength - Female,0,Pharmacists
2001, Punjab,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Punjab,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Punjab,Actual Strength - Female,0,Resident Medical Officer
2001, Punjab,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001, Punjab,Actual Strength - Female,1,Supdt.
2001, Punjab,Actual Strength - Female,83,Total Strength of Officials
2001, Punjab,Actual Strength - Female,0,Warders
2001,Chandigarh,Actual Strength - Female,0,A.I.G.
2001,Chandigarh,Actual Strength - Female,0,Assistant Jailor
2001,Chandigarh,Actual Strength - Female,0,Assistant Supdt.
2001,Chandigarh,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001,Chandigarh,Actual Strength - Female,0,D.I.G.
2001,Chandigarh,Actual Strength - Female,0,Dy. Jailor
2001,Chandigarh,Actual Strength - Female,0,Dy. Supdt.
2001,Chandigarh,Actual Strength - Female,0,Head Matron
2001, Himachal Pradesh,Sanctioned Strength,0,A.I.G.
2001, Himachal Pradesh,Sanctioned Strength,0,Assistant Jailor
2001, Himachal Pradesh,Sanctioned Strength,11,Assistant Supdt.
2001, Himachal Pradesh,Sanctioned Strength,1,"D.G., Addl. D.G. and I.G."
2001, Himachal Pradesh,Sanctioned Strength,1,D.I.G.
2001, Himachal Pradesh,Sanctioned Strength,0,Dy. Jailor
2001, Himachal Pradesh,Sanctioned Strength,6,Dy. Supdt.
2001, Himachal Pradesh,Sanctioned Strength,0,Head Matron
2001, Himachal Pradesh,Sanctioned Strength,27,Head Warders
2001, Himachal Pradesh,Sanctioned Strength,0,Jailor
2001, Himachal Pradesh,Sanctioned Strength,0,Lab Technician and Lab Attendant
2001, Himachal Pradesh,Sanctioned Strength,12,Matron
2001, Himachal Pradesh,Sanctioned Strength,4,Medical Officer
2001, Himachal Pradesh,Sanctioned Strength,11,Officers
2001, Himachal Pradesh,Sanctioned Strength,0,Other Cadres
2001, Himachal Pradesh,Sanctioned Strength,0,Other Jail Cadre Staff
2001, Himachal Pradesh,Sanctioned Strength,1,Other Medical Staff
2001, Himachal Pradesh,Sanctioned Strength,21,Other Non-Gazetted Staff
2001, Himachal Pradesh,Sanctioned Strength,1,Other Officers
2001, Himachal Pradesh,Sanctioned Strength,11,Pharmacists
2001, Himachal Pradesh,Sanctioned Strength,0,Probation Officer and Welfare Officer
2001, Himachal Pradesh,Sanctioned Strength,0,Psychologists and Psychiatrists
2001, Himachal Pradesh,Sanctioned Strength,0,Resident Medical Officer
2001, Himachal Pradesh,Sanctioned Strength,0,Social Worker and Other Correctional Staff
2001, Himachal Pradesh,Sanctioned Strength,2,Supdt.
2001, Himachal Pradesh,Sanctioned Strength,314,Total Strength of Officials
2001, Himachal Pradesh,Sanctioned Strength,205,Warders
2001, Punjab,Sanctioned Strength,1,A.I.G.
2001, Punjab,Sanctioned Strength,0,Assistant Jailor
2001, Punjab,Sanctioned Strength,90,Assistant Supdt.
2001, Punjab,Sanctioned Strength,1,"D.G., Addl. D.G. and I.G."
2001, Punjab,Sanctioned Strength,1,D.I.G.
2001, Punjab,Sanctioned Strength,0,Dy. Jailor
2001, Punjab,Sanctioned Strength,27,Dy. Supdt.
2001, Punjab,Sanctioned Strength,10,Head Matron
2001, Punjab,Sanctioned Strength,419,Head Warders
2001, Punjab,Sanctioned Strength,0,Jailor
2001, Punjab,Sanctioned Strength,0,Lab Technician and Lab Attendant
2001, Punjab,Sanctioned Strength,42,Matron
2001, Punjab,Sanctioned Strength,22,Medical Officer
2001, Punjab,Sanctioned Strength,7,Officers
2001, Punjab,Sanctioned Strength,94,Other Cadres
2001, Punjab,Sanctioned Strength,0,Other Jail Cadre Staff
2001, Punjab,Sanctioned Strength,0,Other Medical Staff
2001, Punjab,Sanctioned Strength,301,Other Non-Gazetted Staff
2001, Punjab,Sanctioned Strength,0,Other Officers
2001, Punjab,Sanctioned Strength,20,Pharmacists
2001, Punjab,Sanctioned Strength,13,Probation Officer and Welfare Officer
2001, Punjab,Sanctioned Strength,0,Psychologists and Psychiatrists
2001, Punjab,Sanctioned Strength,0,Resident Medical Officer
2001, Punjab,Sanctioned Strength,10,Social Worker and Other Correctional Staff
2001, Punjab,Sanctioned Strength,25,Supdt.
2001, Punjab,Sanctioned Strength,2888,Total Strength of Officials
2001, Punjab,Sanctioned Strength,1805,Warders
2001,Chandigarh,Sanctioned Strength,0,A.I.G.
2001,Chandigarh,Sanctioned Strength,0,Assistant Jailor
2001,Chandigarh,Sanctioned Strength,3,Assistant Supdt.
2001,Chandigarh,Sanctioned Strength,0,"D.G., Addl. D.G. and I.G."
2001,Chandigarh,Sanctioned Strength,0,D.I.G.
2001,Chandigarh,Sanctioned Strength,0,Dy. Jailor
2001,Chandigarh,Sanctioned Strength,1,Dy. Supdt.
2001,Chandigarh,Sanctioned Strength,0,Head Matron
2001,Chandigarh,Sanctioned Strength,7,Head Warders
2001,Chandigarh,Sanctioned Strength,0,Jailor
2001,Chandigarh,Sanctioned Strength,0,Lab Technician and Lab Attendant
2001,Chandigarh,Sanctioned Strength,1,Matron
2001,Chandigarh,Sanctioned Strength,1,Medical Officer
2001,Chandigarh,Sanctioned Strength,0,Officers
2001,Chandigarh,Sanctioned Strength,0,Other Cadres
2001,Chandigarh,Sanctioned Strength,13,Other Jail Cadre Staff
2001,Chandigarh,Sanctioned Strength,0,Other Medical Staff
2001,Chandigarh,Sanctioned Strength,0,Other Non-Gazetted Staff
2001,Chandigarh,Sanctioned Strength,0,Other Officers
2001,Chandigarh,Sanctioned Strength,2,Pharmacists
2001,Chandigarh,Sanctioned Strength,1,Probation Officer and Welfare Officer
2001,Chandigarh,Sanctioned Strength,0,Psychologists and Psychiatrists
2001,Chandigarh,Sanctioned Strength,0,Resident Medical Officer
2001,Chandigarh,Sanctioned Strength,0,Social Worker and Other Correctional Staff
2001,Chandigarh,Sanctioned Strength,1,Supdt.
2001,Chandigarh,Sanctioned Strength,107,Total Strength of Officials
2001,Chandigarh,Sanctioned Strength,77,Warders
2001, Uttarakhand,Sanctioned Strength,0,A.I.G.
2001, Uttarakhand,Sanctioned Strength,0,Assistant Jailor
2001, Uttarakhand,Sanctioned Strength,0,Assistant Supdt.
2001, Uttarakhand,Sanctioned Strength,0,"D.G., Addl. D.G. and I.G."
2001, Uttarakhand,Sanctioned Strength,0,D.I.G.
2001, Uttarakhand,Sanctioned Strength,44,Dy. Jailor
2001, Uttarakhand,Sanctioned Strength,0,Dy. Supdt.
2001, Uttarakhand,Sanctioned Strength,3,Head Matron
2001, Uttarakhand,Sanctioned Strength,59,Head Warders
2001, Uttarakhand,Sanctioned Strength,7,Jailor
2001, Uttarakhand,Sanctioned Strength,2,Lab Technician and Lab Attendant
2001, Uttarakhand,Sanctioned Strength,15,Matron
2001, Uttarakhand,Sanctioned Strength,5,Medical Officer
2001, Uttarakhand,Sanctioned Strength,0,Officers
2001, Uttarakhand,Sanctioned Strength,0,Other Cadres
2001, Uttarakhand,Sanctioned Strength,158,Other Jail Cadre Staff
2001, Uttarakhand,Sanctioned Strength,0,Other Medical Staff
2001, Uttarakhand,Sanctioned Strength,0,Other Non-Gazetted Staff
2001, Uttarakhand,Sanctioned Strength,2,Other Officers
2001, Uttarakhand,Sanctioned Strength,13,Pharmacists
2001, Uttarakhand,Sanctioned Strength,0,Probation Officer and Welfare Officer
2001, Uttarakhand,Sanctioned Strength,0,Psychologists and Psychiatrists
2001, Uttarakhand,Sanctioned Strength,0,Resident Medical Officer
2001, Uttarakhand,Sanctioned Strength,0,Social Worker and Other Correctional Staff
2001,Chandigarh,Actual Strength - Female,0,Head Warders
2001,Chandigarh,Actual Strength - Female,0,Jailor
2001,Chandigarh,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001,Chandigarh,Actual Strength - Female,1,Matron
2001,Chandigarh,Actual Strength - Female,0,Medical Officer
2001,Chandigarh,Actual Strength - Female,0,Officers
2001,Chandigarh,Actual Strength - Female,0,Other Cadres
2001,Chandigarh,Actual Strength - Female,1,Other Jail Cadre Staff
2001,Chandigarh,Actual Strength - Female,0,Other Medical Staff
2001,Chandigarh,Actual Strength - Female,0,Other Non-Gazetted Staff
2001,Chandigarh,Actual Strength - Female,0,Other Officers
2001,Chandigarh,Actual Strength - Female,0,Pharmacists
2001,Chandigarh,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001,Chandigarh,Actual Strength - Female,0,Psychologists and Psychiatrists
2001,Chandigarh,Actual Strength - Female,0,Resident Medical Officer
2001,Chandigarh,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001,Chandigarh,Actual Strength - Female,0,Supdt.
2001,Chandigarh,Actual Strength - Female,2,Total Strength of Officials
2001,Chandigarh,Actual Strength - Female,0,Warders
2001, Uttarakhand,Actual Strength - Female,0,A.I.G.
2001, Uttarakhand,Actual Strength - Female,0,Assistant Jailor
2001, Uttarakhand,Actual Strength - Female,0,Assistant Supdt.
2001, Uttarakhand,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Uttarakhand,Actual Strength - Female,0,D.I.G.
2001, Uttarakhand,Actual Strength - Female,0,Dy. Jailor
2001, Uttarakhand,Actual Strength - Female,0,Dy. Supdt.
2001, Uttarakhand,Actual Strength - Female,3,Head Matron
2001, Uttarakhand,Actual Strength - Female,0,Head Warders
2001, Uttarakhand,Actual Strength - Female,0,Jailor
2001, Uttarakhand,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Uttarakhand,Actual Strength - Female,13,Matron
2001, Uttarakhand,Actual Strength - Female,0,Medical Officer
2001, Uttarakhand,Actual Strength - Female,0,Officers
2001, Uttarakhand,Actual Strength - Female,0,Other Cadres
2001, Uttarakhand,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Uttarakhand,Actual Strength - Female,0,Other Medical Staff
2001, Uttarakhand,Actual Strength - Female,0,Other Non-Gazetted Staff
2001, Uttarakhand,Actual Strength - Female,0,Other Officers
2001, Uttarakhand,Actual Strength - Female,0,Pharmacists
2001, Uttarakhand,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Uttarakhand,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Uttarakhand,Actual Strength - Female,0,Resident Medical Officer
2001, Uttarakhand,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001, Uttarakhand,Actual Strength - Female,0,Supdt.
2001, Uttarakhand,Actual Strength - Female,16,Total Strength of Officials
2001, Uttarakhand,Actual Strength - Female,0,Warders
2001, Haryana,Actual Strength - Female,0,A.I.G.
2001, Haryana,Actual Strength - Female,0,Assistant Jailor
2001, Haryana,Actual Strength - Female,0,Assistant Supdt.
2001, Haryana,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Haryana,Actual Strength - Female,0,D.I.G.
2001, Haryana,Actual Strength - Female,0,Dy. Jailor
2001, Haryana,Actual Strength - Female,0,Dy. Supdt.
2001, Haryana,Actual Strength - Female,0,Head Matron
2001, Haryana,Actual Strength - Female,0,Head Warders
2001, Haryana,Actual Strength - Female,0,Jailor
2001, Haryana,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Haryana,Actual Strength - Female,4,Matron
2001, Haryana,Actual Strength - Female,0,Medical Officer
2001, Haryana,Actual Strength - Female,0,Officers
2001, Haryana,Actual Strength - Female,5,Other Cadres
2001, Haryana,Actual Strength - Female,6,Other Jail Cadre Staff
2001, Haryana,Actual Strength - Female,0,Other Medical Staff
2001, Haryana,Actual Strength - Female,0,Other Non-Gazetted Staff
2001, Haryana,Actual Strength - Female,0,Other Officers
2001, Haryana,Actual Strength - Female,0,Pharmacists
2001, Haryana,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Haryana,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Haryana,Actual Strength - Female,0,Resident Medical Officer
2001, Haryana,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001, Haryana,Actual Strength - Female,1,Supdt.
2001, Haryana,Actual Strength - Female,16,Total Strength of Officials
2001, Haryana,Actual Strength - Female,0,Warders
2001,Delhi,Actual Strength - Female,0,A.I.G.
2001,Delhi,Actual Strength - Female,0,Assistant Jailor
2001,Delhi,Actual Strength - Female,4,Assistant Supdt.
2001,Delhi,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001,Delhi,Actual Strength - Female,0,D.I.G.
2001,Delhi,Actual Strength - Female,0,Dy. Jailor
2001,Delhi,Actual Strength - Female,3,Dy. Supdt.
2001,Delhi,Actual Strength - Female,10,Head Matron
2001,Delhi,Actual Strength - Female,0,Head Warders
2001,Delhi,Actual Strength - Female,0,Jailor
2001,Delhi,Actual Strength - Female,1,Lab Technician and Lab Attendant
2001,Delhi,Actual Strength - Female,8,Matron
2001,Delhi,Actual Strength - Female,13,Medical Officer
2001,Delhi,Actual Strength - Female,0,Officers
2001,Delhi,Actual Strength - Female,32,Other Cadres
2001,Delhi,Actual Strength - Female,0,Other Jail Cadre Staff
2001,Delhi,Actual Strength - Female,31,Other Medical Staff
2001,Delhi,Actual Strength - Female,53,Other Non-Gazetted Staff
2001,Delhi,Actual Strength - Female,0,Other Officers
2001,Delhi,Actual Strength - Female,0,Pharmacists
2001,Delhi,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001,Delhi,Actual Strength - Female,0,Psychologists and Psychiatrists
2001,Delhi,Actual Strength - Female,1,Resident Medical Officer
2001,Delhi,Actual Strength - Female,1,Social Worker and Other Correctional Staff
2001,Delhi,Actual Strength - Female,1,Supdt.
2001,Delhi,Actual Strength - Female,158,Total Strength of Officials
2001,Delhi,Actual Strength - Female,0,Warders
2001, Rajasthan,Actual Strength - Female,0,A.I.G.
2001, Rajasthan,Actual Strength - Female,0,Assistant Jailor
2001, Rajasthan,Actual Strength - Female,0,Assistant Supdt.
2001, Rajasthan,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Rajasthan,Actual Strength - Female,0,D.I.G.
2001, Rajasthan,Actual Strength - Female,1,Dy. Jailor
2001, Rajasthan,Actual Strength - Female,2,Dy. Supdt.
2001, Rajasthan,Actual Strength - Female,0,Head Matron
2001, Rajasthan,Actual Strength - Female,1,Head Warders
2001, Rajasthan,Actual Strength - Female,0,Jailor
2001, Rajasthan,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Rajasthan,Actual Strength - Female,0,Matron
2001, Rajasthan,Actual Strength - Female,1,Medical Officer
2001, Rajasthan,Actual Strength - Female,0,Officers
2001, Rajasthan,Actual Strength - Female,2,Other Cadres
2001, Rajasthan,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Rajasthan,Actual Strength - Female,0,Other Medical Staff
2001, Rajasthan,Actual Strength - Female,5,Other Non-Gazetted Staff
2001, Rajasthan,Actual Strength - Female,0,Other Officers
2001, Rajasthan,Actual Strength - Female,0,Pharmacists
2001, Rajasthan,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Rajasthan,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Rajasthan,Actual Strength - Female,0,Resident Medical Officer
2001, Rajasthan,Actual Strength - Female,1,Social Worker and Other Correctional Staff
2001, Rajasthan,Actual Strength - Female,1,Supdt.
2001, Rajasthan,Actual Strength - Female,64,Total Strength of Officials
2001, Rajasthan,Actual Strength - Female,50,Warders
2001, Uttar Pradesh,Actual Strength - Female,0,A.I.G.
2001, Uttar Pradesh,Actual Strength - Female,0,Assistant Jailor
2001, Uttar Pradesh,Actual Strength - Female,0,Assistant Supdt.
2001, Uttar Pradesh,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Uttar Pradesh,Actual Strength - Female,0,D.I.G.
2001, Uttar Pradesh,Actual Strength - Female,0,Dy. Jailor
2001, Uttar Pradesh,Actual Strength - Female,0,Dy. Supdt.
2001, Uttar Pradesh,Actual Strength - Female,0,Head Matron
2001, Uttar Pradesh,Actual Strength - Female,50,Head Warders
2001, Uttar Pradesh,Actual Strength - Female,0,Jailor
2001, Uttar Pradesh,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Uttar Pradesh,Actual Strength - Female,0,Matron
2001, Uttar Pradesh,Actual Strength - Female,0,Medical Officer
2001, Uttar Pradesh,Actual Strength - Female,0,Officers
2001, Uttar Pradesh,Actual Strength - Female,0,Other Cadres
2001, Uttar Pradesh,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Uttar Pradesh,Actual Strength - Female,0,Other Medical Staff
2001, Uttar Pradesh,Actual Strength - Female,0,Other Non-Gazetted Staff
2001, Uttar Pradesh,Actual Strength - Female,0,Other Officers
2001, Uttar Pradesh,Actual Strength - Female,0,Pharmacists
2001, Uttar Pradesh,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Uttar Pradesh,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Uttar Pradesh,Actual Strength - Female,0,Resident Medical Officer
2001, Uttar Pradesh,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001, Uttar Pradesh,Actual Strength - Female,2,Supdt.
2001, Uttar Pradesh,Actual Strength - Female,238,Total Strength of Officials
2001, Uttar Pradesh,Actual Strength - Female,186,Warders
2001, Bihar,Actual Strength - Female,0,A.I.G.
2001, Bihar,Actual Strength - Female,1,Assistant Jailor
2001, Bihar,Actual Strength - Female,0,Assistant Supdt.
2001, Bihar,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Bihar,Actual Strength - Female,0,D.I.G.
2001, Bihar,Actual Strength - Female,0,Dy. Jailor
2001, Bihar,Actual Strength - Female,0,Dy. Supdt.
2001, Bihar,Actual Strength - Female,0,Head Matron
2001, Bihar,Actual Strength - Female,0,Head Warders
2001, Bihar,Actual Strength - Female,0,Jailor
2001, Bihar,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Bihar,Actual Strength - Female,0,Matron
2001, Bihar,Actual Strength - Female,0,Medical Officer
2001, Bihar,Actual Strength - Female,0,Officers
2001, Bihar,Actual Strength - Female,0,Other Cadres
2001, Bihar,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Bihar,Actual Strength - Female,0,Other Medical Staff
2001, Bihar,Actual Strength - Female,0,Other Non-Gazetted Staff
2001, Bihar,Actual Strength - Female,5,Other Officers
2001, Bihar,Actual Strength - Female,0,Pharmacists
2001, Bihar,Actual Strength - Female,11,Probation Officer and Welfare Officer
2001, Bihar,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Bihar,Actual Strength - Female,0,Resident Medical Officer
2001, Bihar,Actual Strength - Female,2,Social Worker and Other Correctional Staff
2001, Bihar,Actual Strength - Female,2,Supdt.
2001, Bihar,Actual Strength - Female,138,Total Strength of Officials
2001, Bihar,Actual Strength - Female,117,Warders
2001, Sikkim,Actual Strength - Female,0,A.I.G.
2001, Sikkim,Actual Strength - Female,0,Assistant Jailor
2001, Sikkim,Actual Strength - Female,0,Assistant Supdt.
2001, Sikkim,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Sikkim,Actual Strength - Female,0,D.I.G.
2001, Sikkim,Actual Strength - Female,0,Dy. Jailor
2001, Sikkim,Actual Strength - Female,0,Dy. Supdt.
2001, Sikkim,Actual Strength - Female,0,Head Matron
2001, Sikkim,Actual Strength - Female,0,Head Warders
2001, Sikkim,Actual Strength - Female,0,Jailor
2001, Sikkim,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Sikkim,Actual Strength - Female,0,Matron
2001, Sikkim,Actual Strength - Female,0,Medical Officer
2001, Sikkim,Actual Strength - Female,0,Officers
2001, Sikkim,Actual Strength - Female,0,Other Cadres
2001, Sikkim,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Sikkim,Actual Strength - Female,0,Other Medical Staff
2001, Sikkim,Actual Strength - Female,1,Other Non-Gazetted Staff
2001, Sikkim,Actual Strength - Female,0,Other Officers
2001, Sikkim,Actual Strength - Female,0,Pharmacists
2001, Sikkim,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Sikkim,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Sikkim,Actual Strength - Female,0,Resident Medical Officer
2001, Sikkim,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001, Sikkim,Actual Strength - Female,0,Supdt.
2001, Sikkim,Actual Strength - Female,3,Total Strength of Officials
2001, Sikkim,Actual Strength - Female,2,Warders
2001, Nagaland,Actual Strength - Female,0,A.I.G.
2001, Nagaland,Actual Strength - Female,0,Assistant Jailor
2001, Nagaland,Actual Strength - Female,0,Assistant Supdt.
2001, Nagaland,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Nagaland,Actual Strength - Female,0,D.I.G.
2001, Nagaland,Actual Strength - Female,0,Dy. Jailor
2001, Nagaland,Actual Strength - Female,0,Dy. Supdt.
2001, Nagaland,Actual Strength - Female,0,Head Matron
2001, Nagaland,Actual Strength - Female,0,Head Warders
2001, Nagaland,Actual Strength - Female,0,Jailor
2001, Nagaland,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Nagaland,Actual Strength - Female,0,Matron
2001, Nagaland,Actual Strength - Female,0,Medical Officer
2001, Nagaland,Actual Strength - Female,1,Officers
2001, Nagaland,Actual Strength - Female,0,Other Cadres
2001, Nagaland,Actual Strength - Female,0,Other Jail Cadre Staff
2001, Nagaland,Actual Strength - Female,0,Other Medical Staff
2001, Nagaland,Actual Strength - Female,13,Other Non-Gazetted Staff
2001, Nagaland,Actual Strength - Female,0,Other Officers
2001, Nagaland,Actual Strength - Female,0,Pharmacists
2001, Nagaland,Actual Strength - Female,0,Probation Officer and Welfare Officer
2001, Nagaland,Actual Strength - Female,0,Psychologists and Psychiatrists
2001, Nagaland,Actual Strength - Female,0,Resident Medical Officer
2001, Nagaland,Actual Strength - Female,0,Social Worker and Other Correctional Staff
2001, Nagaland,Actual Strength - Female,0,Supdt.
2001, Nagaland,Actual Strength - Female,54,Total Strength of Officials
2001, Nagaland,Actual Strength - Female,40,Warders
2001, Manipur,Actual Strength - Female,0,A.I.G.
2001, Manipur,Actual Strength - Female,0,Assistant Jailor
2001, Manipur,Actual Strength - Female,0,Assistant Supdt.
2001, Manipur,Actual Strength - Female,0,"D.G., Addl. D.G. and I.G."
2001, Manipur,Actual Strength - Female,0,D.I.G.
2001, Manipur,Actual Strength - Female,0,Dy. Jailor
2001, Manipur,Actual Strength - Female,0,Dy. Supdt.
2001, Manipur,Actual Strength - Female,0,Head Matron
2001, Manipur,Actual Strength - Female,1,Head Warders
2001, Manipur,Actual Strength - Female,0,Jailor
2001, Manipur,Actual Strength - Female,0,Lab Technician and Lab Attendant
2001, Manipur,Actual Strength - Female,0,Matron
2001, Manipur,Actual Strength - Female,2,Medical Officer
2001, Manipur,Actual Strength - Female,0,Officers
2001, Manipur,Actual Strength - Female,31,Other Cadres
