State_UT_name,Year,Jail_Type,Male Convicts,Female_Convicts,Total_Convicts,Male_Under_trial,Female_Under_trial,Total_Under_trial,Male_Detenues,Female_Detenues,Total_Detenues,Male_Others,Female_Others,Total_Others,Total_Male,Total_Female,Grand_Total
Andhra Pradesh,2004,Sub_Jail,105,2,107,3035,40,3075,0,0,0,0,0,0,3140,42,3182
Andhra Pradesh,2004,Women Jail,0,174,174,0,171,171,0,9,9,0,0,0,0,354,354
Andhra Pradesh,2004,Borstal School,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
Andhra Pradesh,2004,Open Jail,284,0,284,0,0,0,0,0,0,0,0,0,284,0,284
Andhra Pradesh,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Total,4568,197,4765,8499,579,9078,29,9,38,0,0,0,13096,785,13881
Andhra Pradesh,2005,Central Jail,4152,9,4161,3897,132,4029,10,0,10,0,0,0,8059,141,8200
Andhra Pradesh,2005,District Jail,219,4,223,1871,218,2089,0,0,0,0,0,0,2090,222,2312
Andhra Pradesh,2005,Sub_Jail,145,1,146,3138,50,3188,0,0,0,0,0,0,3283,51,3334
Andhra Pradesh,2005,Women Jail,0,184,184,0,286,286,0,0,0,0,0,0,0,470,470
Andhra Pradesh,2005,Borstal School,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7
Andhra Pradesh,2005,Open Jail,290,0,290,0,0,0,0,0,0,0,0,0,290,0,290
Andhra Pradesh,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Total,4813,198,5011,8906,686,9592,10,0,10,0,0,0,13729,884,14613
Andhra Pradesh,2006,Central Jail,4271,8,4279,3674,150,3824,17,0,17,34,0,34,7996,158,8154
Andhra Pradesh,2006,District Jail,368,6,374,2203,233,2436,0,0,0,0,0,0,2571,239,2810
Andhra Pradesh,2006,Sub_Jail,92,1,93,3568,75,3643,0,0,0,0,0,0,3660,76,3736
Andhra Pradesh,2006,Women Jail,0,192,192,0,179,179,0,1,1,0,0,0,0,372,372
Andhra Pradesh,2006,Borstal School,14,0,14,0,0,0,0,0,0,0,0,0,14,0,14
Andhra Pradesh,2006,Open Jail,335,0,335,0,0,0,0,0,0,0,0,0,335,0,335
Andhra Pradesh,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Total,5080,207,5287,9445,637,10082,17,1,18,34,0,34,14576,845,15421
Andhra Pradesh,2007,Central Jail,4582,30,4612,3469,117,3586,21,0,21,20,0,20,8092,147,8239
Andhra Pradesh,2007,District Jail,291,7,298,2081,195,2276,0,0,0,0,0,0,2372,202,2574
Andhra Pradesh,2007,Sub_Jail,107,0,107,3260,155,3415,0,0,0,0,0,0,3367,155,3522
Andhra Pradesh,2007,Women Jail,0,195,195,0,168,168,0,0,0,0,0,0,0,363,363
Andhra Pradesh,2007,Borstal School,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
Andhra Pradesh,2007,Open Jail,334,0,334,0,0,0,0,0,0,0,0,0,334,0,334
Andhra Pradesh,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Total,5327,232,5559,8810,635,9445,21,0,21,20,0,20,14178,867,15045
Andhra Pradesh,2008,Central Jail,4436,31,4467,3148,87,3235,21,0,21,12,0,12,7617,118,7735
Andhra Pradesh,2008,District Jail,286,5,291,1956,179,2135,0,0,0,0,0,0,2242,184,2426
Andhra Pradesh,2008,Sub_Jail,86,0,86,2914,240,3154,0,0,0,0,0,0,3000,240,3240
Andhra Pradesh,2008,Women Jail,0,187,187,0,145,145,0,0,0,0,0,0,0,332,332
Andhra Pradesh,2008,Borstal School,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7
Andhra Pradesh,2008,Open Jail,340,0,340,0,0,0,0,0,0,0,0,0,340,0,340
Andhra Pradesh,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Total,5155,223,5378,8018,651,8669,21,0,21,12,0,12,13206,874,14080
Andhra Pradesh,2009,Central Jail,3704,99,3803,2713,77,2790,38,0,38,15,0,15,6470,176,6646
Andhra Pradesh,2009,District Jail,241,1,242,1915,159,2074,0,0,0,0,0,0,2156,160,2316
Andhra Pradesh,2009,Sub_Jail,77,1,78,3012,212,3224,0,0,0,0,0,0,3089,213,3302
Andhra Pradesh,2009,Women Jail,0,96,96,0,129,129,0,2,2,0,0,0,0,227,227
Andhra Pradesh,2009,Borstal School,12,0,12,0,0,0,0,0,0,0,0,0,12,0,12
Andhra Pradesh,2009,Open Jail,305,0,305,0,0,0,0,0,0,0,0,0,305,0,305
Andhra Pradesh,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Total,4339,197,4536,7640,577,8217,38,2,40,15,0,15,12032,776,12808
Andhra Pradesh,2010,Central Jail,3938,71,4009,2823,67,2890,28,0,28,13,0,13,6802,138,6940
Andhra Pradesh,2010,District Jail,195,1,196,1594,161,1755,0,0,0,0,0,0,1789,162,1951
Andhra Pradesh,2010,Sub_Jail,83,2,85,2686,189,2875,0,0,0,0,0,0,2769,191,2960
Andhra Pradesh,2010,Women Jail,0,157,157,0,129,129,0,2,2,0,0,0,0,288,288
Andhra Pradesh,2010,Borstal School,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
Andhra Pradesh,2010,Open Jail,338,0,338,0,0,0,0,0,0,0,0,0,338,0,338
Andhra Pradesh,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Total,4567,231,4798,7103,546,7649,28,2,30,13,0,13,11711,779,12490
Andhra Pradesh,2011,Central Jail,3774,92,3866,3140,54,3194,13,0,13,17,0,17,6944,146,7090
Andhra Pradesh,2011,District Jail,270,3,273,2005,174,2179,0,0,0,0,0,0,2275,177,2452
Andhra Pradesh,2011,Sub_Jail,48,1,49,2819,209,3028,0,0,0,0,0,0,2867,210,3077
Andhra Pradesh,2011,Women Jail,0,165,165,0,143,143,0,1,1,0,0,0,0,309,309
Andhra Pradesh,2011,Borstal School,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
Andhra Pradesh,2011,Open Jail,279,0,279,0,0,0,0,0,0,0,0,0,279,0,279
Andhra Pradesh,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2011,Total,4377,261,4638,7964,580,8544,13,1,14,17,0,17,12371,842,13213
Andhra Pradesh,2012,Central Jail,3810,115,3925,2903,97,3000,3,0,3,7,1,8,6723,213,6936
Andhra Pradesh,2012,District Jail,251,1,252,1904,164,2068,0,0,0,0,0,0,2155,165,2320
Andhra Pradesh,2012,Sub_Jail,48,1,49,3107,233,3340,0,0,0,0,0,0,3155,234,3389
Andhra Pradesh,2012,Women Jail,0,168,168,0,143,143,0,1,1,0,0,0,0,312,312
Andhra Pradesh,2012,Borstal School,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
Andhra Pradesh,2012,Open Jail,323,0,323,0,0,0,0,0,0,0,0,0,323,0,323
Andhra Pradesh,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2012,Total,4437,285,4722,7914,637,8551,3,1,4,7,1,8,12361,924,13285
Arunachal Pradesh,2009,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,District Jail,2,0,2,56,4,60,0,0,0,0,0,0,58,4,62
Arunachal Pradesh,2009,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Total,2,0,2,56,4,60,0,0,0,0,0,0,58,4,62
Arunachal Pradesh,2010,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,District Jail,5,0,5,48,4,52,0,0,0,0,0,0,53,4,57
Arunachal Pradesh,2010,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Total,5,0,5,48,4,52,0,0,0,0,0,0,53,4,57
Arunachal Pradesh,2011,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,District Jail,6,0,6,44,5,49,0,0,0,0,0,0,50,5,55
Arunachal Pradesh,2011,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Total,6,0,6,44,5,49,0,0,0,0,0,0,50,5,55
Arunachal Pradesh,2012,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,District Jail,4,0,4,63,4,67,0,0,0,0,0,0,67,4,71
Arunachal Pradesh,2012,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Total,4,0,4,63,4,67,0,0,0,0,0,0,67,4,71
Assam,2001,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,District Jail,2282,45,2327,3779,114,3893,14,0,14,1,0,1,6076,159,6235
Assam,2001,Sub_Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Open Jail,36,0,36,0,0,0,0,0,0,0,0,0,36,0,36
Assam,2001,Special Jail,36,2,38,126,13,139,2,0,2,0,0,0,164,15,179
Assam,2001,Others,2,0,2,33,0,33,0,0,0,0,0,0,35,0,35
Assam,2001,Total,2356,47,2403,3938,127,4065,16,0,16,1,0,1,6311,174,6485
Assam,2002,Central Jail,1493,25,1518,1916,68,1984,7,0,7,0,0,0,3416,93,3509
Assam,2002,District Jail,994,25,1019,2016,43,2059,10,0,10,0,0,0,3020,68,3088
Assam,2002,Sub_Jail,0,0,0,34,0,34,0,0,0,0,0,0,34,0,34
Assam,2002,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Open Jail,43,0,43,0,0,0,0,0,0,0,0,0,43,0,43
Assam,2002,Special Jail,146,4,150,240,2,242,1,0,1,0,0,0,387,6,393
Assam,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Total,2676,54,2730,4206,113,4319,18,0,18,0,0,0,6900,167,7067
Assam,2003,Central Jail,1490,39,1529,2111,58,2169,18,0,18,0,0,0,3619,97,3716
Assam,2003,District Jail,1261,32,1293,2056,76,2132,10,2,12,1,0,1,3328,110,3438
Assam,2003,Sub_Jail,1,0,1,22,0,22,0,0,0,0,0,0,23,0,23
Assam,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Open Jail,43,0,43,0,0,0,0,0,0,0,0,0,43,0,43
Assam,2003,Special Jail,213,1,214,197,3,200,1,0,1,2,0,2,413,4,417
Assam,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Total,3008,72,3080,4386,137,4523,29,2,31,3,0,3,7426,211,7637
Assam,2004,Central Jail,1603,42,1645,1989,43,2032,90,22,112,4,0,4,3686,107,3793
Assam,2004,District Jail,1338,35,1373,1914,82,1996,105,13,118,1,0,1,3358,130,3488
Assam,2004,Sub_Jail,2,0,2,27,0,27,0,0,0,0,0,0,29,0,29
Assam,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Open Jail,34,0,34,0,0,0,0,0,0,0,0,0,34,0,34
Assam,2004,Special Jail,214,0,214,234,9,243,20,5,25,2,0,2,470,14,484
Assam,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Total,3191,77,3268,4164,134,4298,215,40,255,7,0,7,7577,251,7828
Assam,2005,Central Jail,1675,35,1710,2376,61,2437,19,3,22,0,0,0,4070,99,4169
Assam,2005,District Jail,1499,40,1539,2309,68,2377,7,0,7,4,0,4,3819,108,3927
Assam,2005,Sub_Jail,4,0,4,28,0,28,0,0,0,0,0,0,32,0,32
Assam,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Open Jail,28,0,28,0,0,0,0,0,0,0,0,0,28,0,28
Assam,2005,Special Jail,191,3,194,154,4,158,5,0,5,0,0,0,350,7,357
Assam,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Total,3397,78,3475,4867,133,5000,31,3,34,4,0,4,8299,214,8513
Assam,2006,Central Jail,1629,38,1667,2236,62,2298,19,0,19,0,0,0,3884,100,3984
Assam,2006,District Jail,1653,45,1698,2341,95,2436,7,0,7,2,0,2,4003,140,4143
Assam,2006,Sub_Jail,2,0,2,56,1,57,0,0,0,0,0,0,58,1,59
Assam,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Open Jail,43,0,43,0,0,0,0,0,0,0,0,0,43,0,43
Assam,2006,Special Jail,138,1,139,168,1,169,1,0,1,0,0,0,307,2,309
Assam,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Total,3465,84,3549,4801,159,4960,27,0,27,2,0,2,8295,243,8538
Assam,2007,Central Jail,1588,41,1629,2335,57,2392,19,4,23,0,0,0,3942,102,4044
Assam,2007,District Jail,1724,53,1777,2459,84,2543,6,1,7,0,0,0,4189,138,4327
Assam,2007,Sub_Jail,6,0,6,49,0,49,1,0,1,0,0,0,56,0,56
Assam,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Open Jail,38,0,38,0,0,0,0,0,0,0,0,0,38,0,38
Assam,2007,Special Jail,124,6,130,101,5,106,4,0,4,0,0,0,229,11,240
Assam,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Total,3480,100,3580,4944,146,5090,30,5,35,0,0,0,8454,251,8705
Assam,2008,Central Jail,1539,42,1581,2300,84,2384,8,0,8,0,0,0,3847,126,3973
Assam,2008,District Jail,1717,54,1771,2575,123,2698,1,0,1,0,0,0,4293,177,4470
Assam,2008,Sub_Jail,5,0,5,59,1,60,0,0,0,0,0,0,64,1,65
Assam,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Open Jail,43,0,43,0,0,0,0,0,0,0,0,0,43,0,43
Assam,2008,Special Jail,92,2,94,89,7,96,1,0,1,0,0,0,182,9,191
Assam,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Total,3396,98,3494,5023,215,5238,10,0,10,0,0,0,8429,313,8742
Assam,2009,Central Jail,1350,35,1385,1644,67,1711,7,0,7,0,0,0,3001,102,3103
Assam,2009,District Jail,1784,57,1841,2778,123,2901,0,2,2,0,0,0,4562,182,4744
Assam,2009,Sub_Jail,2,0,2,45,0,45,0,0,0,0,0,0,47,0,47
Assam,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Open Jail,35,0,35,0,0,0,0,0,0,0,0,0,35,0,35
Assam,2009,Special Jail,64,0,64,152,15,167,0,0,0,0,0,0,216,15,231
Assam,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Total,3235,92,3327,4619,205,4824,7,2,9,0,0,0,7861,299,8160
Assam,2010,Central Jail,1258,37,1295,1700,67,1767,3,0,3,0,0,0,2961,104,3065
Assam,2010,District Jail,1812,61,1873,2545,108,2653,0,0,0,0,0,0,4357,169,4526
Assam,2010,Sub_Jail,2,0,2,54,0,54,0,0,0,0,0,0,56,0,56
Assam,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Open Jail,28,0,28,0,0,0,0,0,0,0,0,0,28,0,28
Assam,2010,Special Jail,66,0,66,181,0,181,0,0,0,0,0,0,247,0,247
Assam,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Total,3166,98,3264,4480,175,4655,3,0,3,0,0,0,7649,273,7922
Assam,2011,Central Jail,1271,35,1306,1905,87,1992,0,0,0,0,0,0,3176,122,3298
Assam,2011,District Jail,1683,55,1738,2756,119,2875,0,0,0,0,0,0,4439,174,4613
Assam,2011,Sub_Jail,3,0,3,72,1,73,0,0,0,0,0,0,75,1,76
Assam,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,Open Jail,23,0,23,0,0,0,0,0,0,0,0,0,23,0,23
Assam,2011,Special Jail,66,1,67,126,0,126,0,0,0,0,0,0,192,1,193
Assam,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,Total,3046,91,3137,4859,207,5066,0,0,0,0,0,0,7905,298,8203
Assam,2012,Central Jail,1203,37,1240,1819,70,1889,1,0,1,0,0,0,3023,107,3130
Assam,2012,District Jail,1760,71,1831,2886,106,2992,2,0,2,0,0,0,4648,177,4825
Assam,2012,Sub_Jail,1,0,1,76,0,76,0,0,0,0,0,0,77,0,77
Assam,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,Open Jail,31,0,31,0,0,0,0,0,0,0,0,0,31,0,31
Assam,2012,Special Jail,67,0,67,134,7,141,0,0,0,0,0,0,201,7,208
Assam,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,Total,3062,108,3170,4915,183,5098,3,0,3,0,0,0,7980,291,8271
Bihar,2001,Central Jail,3712,21,3733,6084,63,6147,4,0,4,4,0,4,9804,84,9888
Bihar,2001,District Jail,1072,9,1081,17139,546,17685,8,0,8,30,0,30,18249,555,18804
Bihar,2001,Sub_Jail,203,2,205,6777,156,6933,0,0,0,3,0,3,6983,158,7141
Bihar,2001,Women Jail,0,46,46,0,28,28,0,0,0,0,0,0,0,74,74
Bihar,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Total,4987,78,5065,30000,793,30793,12,0,12,37,0,37,35036,871,35907
Bihar,2002,Central Jail,3799,19,3818,6924,108,7032,5,0,5,36,0,36,10764,127,10891
Bihar,2002,District Jail,1005,16,1021,17249,629,17878,15,0,15,63,0,63,18332,645,18977
Bihar,2002,Sub_Jail,155,1,156,6986,173,7159,13,0,13,3,0,3,7157,174,7331
Bihar,2002,Women Jail,0,69,69,0,32,32,0,0,0,0,0,0,0,101,101
Bihar,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Total,4959,105,5064,31159,942,32101,33,0,33,102,0,102,36253,1047,37300
Bihar,2003,Central Jail,3712,18,3730,6721,93,6814,1,0,1,24,0,24,10458,111,10569
Bihar,2003,District Jail,1065,25,1090,17880,619,18499,21,0,21,61,0,61,19027,644,19671
Bihar,2003,Sub_Jail,197,2,199,6588,186,6774,0,0,0,4,0,4,6789,188,6977
Bihar,2003,Women Jail,0,59,59,0,47,47,0,0,0,0,0,0,0,106,106
Bihar,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Total,4974,104,5078,31189,945,32134,22,0,22,89,0,89,36274,1049,37323
Bihar,2004,Central Jail,3959,35,3994,6441,174,6615,24,0,24,40,0,40,10464,209,10673
Bihar,2004,District Jail,1107,21,1128,14426,397,14823,36,0,36,70,0,70,15639,418,16057
Bihar,2004,Sub_Jail,324,5,329,5765,146,5911,5,0,5,3,0,3,6097,151,6248
Bihar,2004,Women Jail,0,69,69,0,26,26,0,0,0,0,0,0,0,95,95
Bihar,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Total,5390,130,5520,26632,743,27375,65,0,65,113,0,113,32200,873,33073
