state_name,year,details,Male,Female,Total
Arunachal Pradesh,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Arunachal Pradesh,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Arunachal Pradesh,2011,Un-natural Deaths - Others,0,0,0
Arunachal Pradesh,2012,Natural Deaths,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Suicides,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Execution,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Murder by inmates,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Arunachal Pradesh,2012,Un-natural Deaths - Others,0,0,0
Assam,2001,Natural Deaths,21,0,21
Assam,2001,Un-natural Deaths,1,0,1
Assam,2001,Un-natural Deaths - Suicides,0,0,0
Assam,2001,Un-natural Deaths - Execution,0,0,0
Assam,2001,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2001,Un-natural Deaths - Others,1,0,1
Assam,2002,Natural Deaths,26,0,26
Assam,2002,Un-natural Deaths,2,0,2
Assam,2002,Un-natural Deaths - Suicides,2,0,2
Assam,2002,Un-natural Deaths - Execution,0,0,0
Assam,2002,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2002,Un-natural Deaths - Others,0,0,0
Assam,2003,Natural Deaths,28,0,28
Assam,2003,Un-natural Deaths,1,0,1
Assam,2003,Un-natural Deaths - Suicides,1,0,1
Assam,2003,Un-natural Deaths - Execution,0,0,0
Assam,2003,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2003,Un-natural Deaths - Others,0,0,0
Assam,2004,Natural Deaths,21,0,21
Assam,2004,Un-natural Deaths,1,0,1
Assam,2004,Un-natural Deaths - Suicides,0,0,0
Assam,2004,Un-natural Deaths - Execution,0,0,0
Assam,2004,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2004,Un-natural Deaths - Others,1,0,1
Assam,2005,Natural Deaths,21,0,21
Assam,2005,Un-natural Deaths,4,1,5
Assam,2005,Un-natural Deaths - Suicides,1,1,2
Assam,2005,Un-natural Deaths - Execution,0,0,0
Assam,2005,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2005,Un-natural Deaths - Others,3,0,3
Assam,2006,Natural Deaths,25,0,25
Assam,2006,Un-natural Deaths,1,1,2
Assam,2006,Un-natural Deaths - Suicides,1,1,2
Assam,2006,Un-natural Deaths - Execution,0,0,0
Assam,2006,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2006,Un-natural Deaths - Others,0,0,0
Assam,2007,Natural Deaths,34,0,34
Assam,2007,Un-natural Deaths,1,0,1
Assam,2007,Un-natural Deaths - Suicides,1,0,1
Assam,2007,Un-natural Deaths - Execution,0,0,0
Assam,2007,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2007,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2007,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2007,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2007,Un-natural Deaths - Others,0,0,0
Assam,2008,Natural Deaths,37,0,37
Assam,2008,Un-natural Deaths,2,0,2
Assam,2008,Un-natural Deaths - Suicides,2,0,2
Assam,2008,Un-natural Deaths - Execution,0,0,0
Assam,2008,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2008,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2008,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2008,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2008,Un-natural Deaths - Others,0,0,0
Assam,2009,Natural Deaths,34,0,34
Assam,2009,Un-natural Deaths,2,0,2
Assam,2009,Un-natural Deaths - Suicides,2,0,2
Assam,2009,Un-natural Deaths - Execution,0,0,0
Assam,2009,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2009,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2009,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2009,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2009,Un-natural Deaths - Others,0,0,0
Assam,2010,Natural Deaths,24,0,24
Assam,2010,Un-natural Deaths,1,0,1
Assam,2010,Un-natural Deaths - Suicides,1,0,1
Assam,2010,Un-natural Deaths - Execution,0,0,0
Assam,2010,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2010,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2010,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2010,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2010,Un-natural Deaths - Others,0,0,0
Assam,2011,Natural Deaths,20,0,20
Assam,2011,Un-natural Deaths,0,0,0
Assam,2011,Un-natural Deaths - Suicides,0,0,0
Assam,2011,Un-natural Deaths - Execution,0,0,0
Assam,2011,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2011,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2011,Un-natural Deaths - Others,0,0,0
Assam,2012,Natural Deaths,25,0,25
Assam,2012,Un-natural Deaths,4,0,4
Assam,2012,Un-natural Deaths - Suicides,4,0,4
Assam,2012,Un-natural Deaths - Execution,0,0,0
Assam,2012,Un-natural Deaths - Murder by inmates,0,0,0
Assam,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Assam,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Assam,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Assam,2012,Un-natural Deaths - Others,0,0,0
Bihar,2001,Natural Deaths,76,2,78
Bihar,2001,Un-natural Deaths,7,0,7
Bihar,2001,Un-natural Deaths - Suicides,0,0,0
Bihar,2001,Un-natural Deaths - Execution,0,0,0
Bihar,2001,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2001,Un-natural Deaths - Others,7,0,7
Bihar,2002,Natural Deaths,102,2,104
Bihar,2002,Un-natural Deaths,11,0,11
Bihar,2002,Un-natural Deaths - Suicides,2,0,2
Bihar,2002,Un-natural Deaths - Execution,0,0,0
Bihar,2002,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,1,0,1
Bihar,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2002,Un-natural Deaths - Others,8,0,8
Bihar,2003,Natural Deaths,8,1,9
Bihar,2003,Un-natural Deaths,0,0,0
Bihar,2003,Un-natural Deaths - Suicides,0,0,0
Bihar,2003,Un-natural Deaths - Execution,0,0,0
Bihar,2003,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2003,Un-natural Deaths - Others,0,0,0
Bihar,2004,Natural Deaths,83,2,85
Bihar,2004,Un-natural Deaths,13,0,13
Bihar,2004,Un-natural Deaths - Suicides,3,0,3
Bihar,2004,Un-natural Deaths - Execution,0,0,0
Bihar,2004,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2004,Un-natural Deaths - Others,10,0,10
Bihar,2005,Natural Deaths,188,9,197
Bihar,2005,Un-natural Deaths,1,0,1
Bihar,2005,Un-natural Deaths - Suicides,0,0,0
Bihar,2005,Un-natural Deaths - Execution,0,0,0
Bihar,2005,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,1,0,1
Bihar,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2005,Un-natural Deaths - Others,0,0,0
Bihar,2006,Natural Deaths,157,7,164
Bihar,2006,Un-natural Deaths,9,0,9
Bihar,2006,Un-natural Deaths - Suicides,9,0,9
Bihar,2006,Un-natural Deaths - Execution,0,0,0
Bihar,2006,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2006,Un-natural Deaths - Others,0,0,0
Bihar,2007,Natural Deaths,158,0,158
Bihar,2007,Un-natural Deaths,6,1,7
Bihar,2007,Un-natural Deaths - Suicides,5,1,6
Bihar,2007,Un-natural Deaths - Execution,0,0,0
Bihar,2007,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2007,Un-natural Deaths - Death due to assault by outside elements during transit or,1,0,1
Bihar,2007,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2007,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2007,Un-natural Deaths - Others,0,0,0
Bihar,2008,Natural Deaths,141,3,144
Bihar,2008,Un-natural Deaths,3,0,3
Bihar,2008,Un-natural Deaths - Suicides,2,0,2
Bihar,2008,Un-natural Deaths - Execution,0,0,0
Bihar,2008,Un-natural Deaths - Murder by inmates,1,0,1
Bihar,2008,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2008,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2008,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2008,Un-natural Deaths - Others,0,0,0
Bihar,2009,Natural Deaths,116,0,116
Bihar,2009,Un-natural Deaths,2,0,2
Bihar,2009,Un-natural Deaths - Suicides,1,0,1
Bihar,2009,Un-natural Deaths - Execution,0,0,0
Bihar,2009,Un-natural Deaths - Murder by inmates,1,0,1
Bihar,2009,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2009,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2009,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2009,Un-natural Deaths - Others,0,0,0
Bihar,2010,Natural Deaths,93,0,93
Bihar,2010,Un-natural Deaths,1,0,1
Bihar,2010,Un-natural Deaths - Suicides,1,0,1
Bihar,2010,Un-natural Deaths - Execution,0,0,0
Bihar,2010,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2010,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Bihar,2010,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2010,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2010,Un-natural Deaths - Others,0,0,0
Bihar,2011,Natural Deaths,77,1,78
Bihar,2011,Un-natural Deaths,5,1,6
Bihar,2011,Un-natural Deaths - Suicides,1,0,1
Bihar,2011,Un-natural Deaths - Execution,0,0,0
Bihar,2011,Un-natural Deaths - Murder by inmates,1,0,1
Bihar,2011,Un-natural Deaths - Death due to assault by outside elements during transit or,0,1,1
Bihar,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2011,Un-natural Deaths - Others,3,0,3
Bihar,2012,Natural Deaths,91,2,93
Bihar,2012,Un-natural Deaths,10,3,13
Bihar,2012,Un-natural Deaths - Suicides,3,0,3
Bihar,2012,Un-natural Deaths - Execution,0,0,0
Bihar,2012,Un-natural Deaths - Murder by inmates,0,0,0
Bihar,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,3,3,6
Bihar,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Bihar,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Bihar,2012,Un-natural Deaths - Others,4,0,4
Chhattisgarh,2012,Natural Deaths,62,3,65
Chhattisgarh,2012,Un-natural Deaths,2,0,2
Chhattisgarh,2012,Un-natural Deaths - Suicides,0,0,0
Chhattisgarh,2012,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2012,Un-natural Deaths - Murder by inmates,0,0,0
Chhattisgarh,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2012,Un-natural Deaths - Others,2,0,2
Chhattisgarh,2001,Natural Deaths,31,0,31
Chhattisgarh,2001,Un-natural Deaths,2,0,2
Chhattisgarh,2001,Un-natural Deaths - Suicides,2,0,2
Chhattisgarh,2001,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2001,Un-natural Deaths - Murder by inmates,0,0,0
Chhattisgarh,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2001,Un-natural Deaths - Others,0,0,0
Chhattisgarh,2002,Natural Deaths,32,0,32
Chhattisgarh,2002,Un-natural Deaths,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Suicides,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Murder by inmates,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2002,Un-natural Deaths - Others,0,0,0
Chhattisgarh,2003,Natural Deaths,42,2,44
Chhattisgarh,2003,Un-natural Deaths,1,0,1
Chhattisgarh,2003,Un-natural Deaths - Suicides,1,0,1
Chhattisgarh,2003,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2003,Un-natural Deaths - Murder by inmates,0,0,0
Chhattisgarh,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2003,Un-natural Deaths - Others,0,0,0
Chhattisgarh,2004,Natural Deaths,27,1,28
Chhattisgarh,2004,Un-natural Deaths,2,0,2
Chhattisgarh,2004,Un-natural Deaths - Suicides,2,0,2
Chhattisgarh,2004,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2004,Un-natural Deaths - Murder by inmates,0,0,0
Chhattisgarh,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2004,Un-natural Deaths - Others,0,0,0
Chhattisgarh,2005,Natural Deaths,60,1,61
Chhattisgarh,2005,Un-natural Deaths,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Suicides,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Murder by inmates,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2005,Un-natural Deaths - Others,0,0,0
Chhattisgarh,2006,Natural Deaths,42,1,43
Chhattisgarh,2006,Un-natural Deaths,4,0,4
Chhattisgarh,2006,Un-natural Deaths - Suicides,3,0,3
Chhattisgarh,2006,Un-natural Deaths - Execution,0,0,0
Chhattisgarh,2006,Un-natural Deaths - Murder by inmates,1,0,1
Chhattisgarh,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Chhattisgarh,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Chhattisgarh,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Chhattisgarh,2006,Un-natural Deaths - Others,0,0,0
Chhattisgarh,2007,Natural Deaths,44,1,45
