state_name,is_state,year,category,type,gender,age_16_18,age_18_30,age_30_50,age_50_above
A & N Islands,0,2004,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2004,Foreigners,Under Trials,Male,0,49,17,2
A & N Islands,0,2004,Indians,Convicts,Female,0,2,0,0
A & N Islands,0,2004,Indians,Convicts,Male,0,28,26,0
A & N Islands,0,2004,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2004,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2004,Indians,Others,Female,0,0,0,0
A & N Islands,0,2004,Indians,Others,Male,0,0,0,0
A & N Islands,0,2004,Indians,Under Trials,Female,0,0,1,0
A & N Islands,0,2004,Indians,Under Trials,Male,0,41,51,4
A & N Islands,0,2005,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2005,Foreigners,Convicts,Male,0,0,0,1
A & N Islands,0,2005,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2005,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2005,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2005,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2005,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2005,Foreigners,Under Trials,Male,0,50,40,0
A & N Islands,0,2005,Indians,Convicts,Female,0,0,1,0
A & N Islands,0,2005,Indians,Convicts,Male,0,12,40,12
A & N Islands,0,2005,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2005,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2005,Indians,Others,Female,0,0,0,0
A & N Islands,0,2005,Indians,Others,Male,0,0,0,0
A & N Islands,0,2005,Indians,Under Trials,Female,0,0,3,0
A & N Islands,0,2005,Indians,Under Trials,Male,0,30,31,4
A & N Islands,0,2006,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2006,Foreigners,Convicts,Male,0,9,15,0
A & N Islands,0,2006,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2006,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2006,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2006,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2006,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2006,Foreigners,Under Trials,Male,0,110,68,0
A & N Islands,0,2006,Indians,Convicts,Female,0,0,1,0
A & N Islands,0,2006,Indians,Convicts,Male,0,10,39,7
A & N Islands,0,2006,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2006,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2006,Indians,Others,Female,0,0,0,0
A & N Islands,0,2006,Indians,Others,Male,0,0,0,0
A & N Islands,0,2006,Indians,Under Trials,Female,0,0,1,0
A & N Islands,0,2006,Indians,Under Trials,Male,0,38,41,7
A & N Islands,0,2007,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2007,Foreigners,Convicts,Male,0,21,7,0
A & N Islands,0,2007,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2007,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2007,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2007,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2007,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2007,Foreigners,Under Trials,Male,0,146,110,0
A & N Islands,0,2007,Indians,Convicts,Female,0,0,1,0
A & N Islands,0,2007,Indians,Convicts,Male,0,16,40,3
A & N Islands,0,2007,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2007,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2007,Indians,Others,Female,0,0,0,0
A & N Islands,0,2007,Indians,Others,Male,0,0,0,0
A & N Islands,0,2007,Indians,Under Trials,Female,0,0,1,0
A & N Islands,0,2007,Indians,Under Trials,Male,0,35,28,5
A & N Islands,0,2008,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2008,Foreigners,Convicts,Male,0,11,6,2
A & N Islands,0,2008,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2008,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2008,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2008,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2008,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2008,Foreigners,Under Trials,Male,0,28,21,1
A & N Islands,0,2008,Indians,Convicts,Female,0,0,0,0
A & N Islands,0,2008,Indians,Convicts,Male,0,6,36,7
A & N Islands,0,2008,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2008,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2008,Indians,Others,Female,0,0,0,0
A & N Islands,0,2008,Indians,Others,Male,0,0,0,0
A & N Islands,0,2008,Indians,Under Trials,Female,0,0,0,0
A & N Islands,0,2008,Indians,Under Trials,Male,0,39,62,2
A & N Islands,0,2009,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2009,Foreigners,Convicts,Male,0,0,0,0
A & N Islands,0,2009,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2009,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2009,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2009,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2009,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2009,Foreigners,Under Trials,Male,0,48,54,3
A & N Islands,0,2009,Indians,Convicts,Female,0,0,0,0
A & N Islands,0,2009,Indians,Convicts,Male,0,5,36,7
A & N Islands,0,2009,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2009,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2009,Indians,Others,Female,0,0,0,0
A & N Islands,0,2009,Indians,Others,Male,0,0,0,0
A & N Islands,0,2009,Indians,Under Trials,Female,0,0,0,0
A & N Islands,0,2009,Indians,Under Trials,Male,0,21,49,5
A & N Islands,0,2010,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2010,Foreigners,Convicts,Male,0,17,46,9
A & N Islands,0,2010,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2010,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2010,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2010,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2010,Foreigners,Under Trials,Female,0,0,0,0
A & N Islands,0,2010,Foreigners,Under Trials,Male,0,227,246,21
A & N Islands,0,2010,Indians,Convicts,Female,0,0,0,0
A & N Islands,0,2010,Indians,Convicts,Male,0,7,39,11
A & N Islands,0,2010,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2010,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2010,Indians,Others,Female,0,0,0,0
A & N Islands,0,2010,Indians,Others,Male,0,0,0,0
A & N Islands,0,2010,Indians,Under Trials,Female,0,0,2,0
A & N Islands,0,2010,Indians,Under Trials,Male,0,27,29,7
A & N Islands,0,2011,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2011,Foreigners,Convicts,Male,0,90,210,57
A & N Islands,0,2011,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2011,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2011,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2011,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2011,Foreigners,Under Trials,Female,0,0,1,0
A & N Islands,0,2011,Foreigners,Under Trials,Male,0,220,314,54
A & N Islands,0,2011,Indians,Convicts,Female,0,0,0,0
A & N Islands,0,2011,Indians,Convicts,Male,0,6,34,18
A & N Islands,0,2011,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2011,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2011,Indians,Others,Female,0,0,0,0
A & N Islands,0,2011,Indians,Others,Male,0,0,0,0
A & N Islands,0,2011,Indians,Under Trials,Female,0,2,3,1
A & N Islands,0,2011,Indians,Under Trials,Male,0,33,52,24
A & N Islands,0,2012,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2012,Foreigners,Convicts,Male,0,172,401,132
A & N Islands,0,2012,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2012,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2012,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2012,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2012,Foreigners,Under Trials,Female,0,0,1,0
A & N Islands,0,2012,Foreigners,Under Trials,Male,0,98,129,37
A & N Islands,0,2012,Indians,Convicts,Female,0,0,0,0
A & N Islands,0,2012,Indians,Convicts,Male,0,8,25,22
A & N Islands,0,2012,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2012,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2012,Indians,Others,Female,0,0,0,0
A & N Islands,0,2012,Indians,Others,Male,0,0,0,0
A & N Islands,0,2012,Indians,Under Trials,Female,0,6,2,0
A & N Islands,0,2012,Indians,Under Trials,Male,0,27,46,20
A & N Islands,0,2013,Foreigners,Convicts,Female,0,0,0,0
A & N Islands,0,2013,Foreigners,Convicts,Male,0,257,573,68
A & N Islands,0,2013,Foreigners,Detenus,Female,0,0,0,0
A & N Islands,0,2013,Foreigners,Detenus,Male,0,0,0,0
A & N Islands,0,2013,Foreigners,Others,Female,0,0,0,0
A & N Islands,0,2013,Foreigners,Others,Male,0,0,0,0
A & N Islands,0,2013,Foreigners,Under Trials,Female,0,0,1,0
A & N Islands,0,2013,Foreigners,Under Trials,Male,0,41,57,11
A & N Islands,0,2013,Indians,Convicts,Female,0,0,1,0
A & N Islands,0,2013,Indians,Convicts,Male,0,11,35,11
A & N Islands,0,2013,Indians,Detenus,Female,0,0,0,0
A & N Islands,0,2013,Indians,Detenus,Male,0,0,0,0
A & N Islands,0,2013,Indians,Others,Female,0,0,0,0
A & N Islands,0,2013,Indians,Others,Male,0,0,0,0
A & N Islands,0,2013,Indians,Under Trials,Female,0,6,0,0
A & N Islands,0,2013,Indians,Under Trials,Male,0,41,26,10
Andhra Pradesh,1,2001,Foreigners,Convicts,Female,0,0,0,0
Andhra Pradesh,1,2001,Foreigners,Convicts,Male,0,1,2,0
Andhra Pradesh,1,2001,Foreigners,Detenus,Female,0,0,1,0
Andhra Pradesh,1,2001,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2001,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2001,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2001,Foreigners,Under Trials,Female,0,0,0,0
Andhra Pradesh,1,2001,Foreigners,Under Trials,Male,0,6,6,0
Andhra Pradesh,1,2001,Indians,Convicts,Female,0,28,50,24
Andhra Pradesh,1,2001,Indians,Convicts,Male,5,1638,2085,388
Andhra Pradesh,1,2001,Indians,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2001,Indians,Detenus,Male,0,3,1,0
Andhra Pradesh,1,2001,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2001,Indians,Others,Male,0,0,14,8
Andhra Pradesh,1,2001,Indians,Under Trials,Female,2,194,249,37
Andhra Pradesh,1,2001,Indians,Under Trials,Male,138,4142,3580,488
Andhra Pradesh,1,2002,Foreigners,Convicts,Female,0,0,0,0
Andhra Pradesh,1,2002,Foreigners,Convicts,Male,0,4,0,0
Andhra Pradesh,1,2002,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2002,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2002,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2002,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2002,Foreigners,Under Trials,Female,0,0,0,0
Andhra Pradesh,1,2002,Foreigners,Under Trials,Male,0,0,2,0
Andhra Pradesh,1,2002,Indians,Convicts,Female,0,44,71,36
Andhra Pradesh,1,2002,Indians,Convicts,Male,3,1982,2292,440
Andhra Pradesh,1,2002,Indians,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2002,Indians,Detenus,Male,0,0,2,0
Andhra Pradesh,1,2002,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2002,Indians,Others,Male,0,0,0,0
Andhra Pradesh,1,2002,Indians,Under Trials,Female,2,230,266,59
Andhra Pradesh,1,2002,Indians,Under Trials,Male,56,3908,3446,580
Andhra Pradesh,1,2003,Foreigners,Convicts,Female,0,0,0,0
Andhra Pradesh,1,2003,Foreigners,Convicts,Male,0,0,1,0
Andhra Pradesh,1,2003,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2003,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2003,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2003,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2003,Foreigners,Under Trials,Female,0,2,0,1
Andhra Pradesh,1,2003,Foreigners,Under Trials,Male,0,3,0,0
Andhra Pradesh,1,2003,Indians,Convicts,Female,0,53,73,46
Andhra Pradesh,1,2003,Indians,Convicts,Male,0,1911,2434,629
Andhra Pradesh,1,2003,Indians,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2003,Indians,Detenus,Male,0,5,10,3
Andhra Pradesh,1,2003,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2003,Indians,Others,Male,0,0,0,0
Andhra Pradesh,1,2003,Indians,Under Trials,Female,0,195,279,64
Andhra Pradesh,1,2003,Indians,Under Trials,Male,4,4125,3751,495
Andhra Pradesh,1,2004,Foreigners,Convicts,Female,0,0,0,0
Andhra Pradesh,1,2004,Foreigners,Convicts,Male,0,0,0,0
Andhra Pradesh,1,2004,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2004,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2004,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2004,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2004,Foreigners,Under Trials,Female,0,1,0,0
Andhra Pradesh,1,2004,Foreigners,Under Trials,Male,0,1,3,0
Andhra Pradesh,1,2004,Indians,Convicts,Female,0,53,100,44
Andhra Pradesh,1,2004,Indians,Convicts,Male,0,1761,2387,420
Andhra Pradesh,1,2004,Indians,Detenus,Female,0,0,9,0
Andhra Pradesh,1,2004,Indians,Detenus,Male,0,6,20,3
Andhra Pradesh,1,2004,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2004,Indians,Others,Male,0,0,0,0
Andhra Pradesh,1,2004,Indians,Under Trials,Female,0,198,288,92
Andhra Pradesh,1,2004,Indians,Under Trials,Male,40,4110,3754,591
Andhra Pradesh,1,2005,Foreigners,Convicts,Female,0,0,0,0
Andhra Pradesh,1,2005,Foreigners,Convicts,Male,0,0,1,0
Andhra Pradesh,1,2005,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2005,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2005,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2005,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2005,Foreigners,Under Trials,Female,0,0,0,0
Andhra Pradesh,1,2005,Foreigners,Under Trials,Male,0,2,4,0
Andhra Pradesh,1,2005,Indians,Convicts,Female,0,22,142,34
Andhra Pradesh,1,2005,Indians,Convicts,Male,2,1695,2713,402
Andhra Pradesh,1,2005,Indians,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2005,Indians,Detenus,Male,0,2,8,0
Andhra Pradesh,1,2005,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2005,Indians,Others,Male,0,0,0,0
Andhra Pradesh,1,2005,Indians,Under Trials,Female,0,240,383,63
Andhra Pradesh,1,2005,Indians,Under Trials,Male,0,4295,4041,564
Andhra Pradesh,1,2006,Foreigners,Convicts,Female,0,0,1,0
Andhra Pradesh,1,2006,Foreigners,Convicts,Male,0,0,1,0
Andhra Pradesh,1,2006,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2006,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2006,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2006,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2006,Foreigners,Under Trials,Female,0,0,0,0
Andhra Pradesh,1,2006,Foreigners,Under Trials,Male,0,0,5,0
Andhra Pradesh,1,2006,Indians,Convicts,Female,0,63,111,32
Andhra Pradesh,1,2006,Indians,Convicts,Male,0,1609,2942,528
Andhra Pradesh,1,2006,Indians,Detenus,Female,0,0,1,0
Andhra Pradesh,1,2006,Indians,Detenus,Male,0,2,13,2
Andhra Pradesh,1,2006,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2006,Indians,Others,Male,0,2,25,7
Andhra Pradesh,1,2006,Indians,Under Trials,Female,0,242,319,76
Andhra Pradesh,1,2006,Indians,Under Trials,Male,0,4016,4470,954
Andhra Pradesh,1,2007,Foreigners,Convicts,Female,0,1,0,0
Andhra Pradesh,1,2007,Foreigners,Convicts,Male,0,0,0,0
Andhra Pradesh,1,2007,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2007,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2007,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2007,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2007,Foreigners,Under Trials,Female,0,0,0,0
Andhra Pradesh,1,2007,Foreigners,Under Trials,Male,0,9,18,0
Andhra Pradesh,1,2007,Indians,Convicts,Female,0,67,115,49
Andhra Pradesh,1,2007,Indians,Convicts,Male,0,1980,2753,594
Andhra Pradesh,1,2007,Indians,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2007,Indians,Detenus,Male,0,1,18,2
Andhra Pradesh,1,2007,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2007,Indians,Others,Male,0,2,15,3
Andhra Pradesh,1,2007,Indians,Under Trials,Female,0,174,371,90
Andhra Pradesh,1,2007,Indians,Under Trials,Male,0,3796,4275,712
Andhra Pradesh,1,2008,Foreigners,Convicts,Female,0,0,0,0
Andhra Pradesh,1,2008,Foreigners,Convicts,Male,0,1,2,0
Andhra Pradesh,1,2008,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2008,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2008,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2008,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2008,Foreigners,Under Trials,Female,0,0,0,0
Andhra Pradesh,1,2008,Foreigners,Under Trials,Male,0,2,7,0
Andhra Pradesh,1,2008,Indians,Convicts,Female,0,37,150,36
Andhra Pradesh,1,2008,Indians,Convicts,Male,0,1761,2821,570
Andhra Pradesh,1,2008,Indians,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2008,Indians,Detenus,Male,0,0,21,0
Andhra Pradesh,1,2008,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2008,Indians,Others,Male,0,0,12,0
Andhra Pradesh,1,2008,Indians,Under Trials,Female,0,190,374,87
Andhra Pradesh,1,2008,Indians,Under Trials,Male,0,3330,3982,697
Andhra Pradesh,1,2009,Foreigners,Convicts,Female,0,1,0,0
Andhra Pradesh,1,2009,Foreigners,Convicts,Male,0,0,1,0
Andhra Pradesh,1,2009,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2009,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2009,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2009,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2009,Foreigners,Under Trials,Female,0,1,0,1
Andhra Pradesh,1,2009,Foreigners,Under Trials,Male,0,28,51,4
Andhra Pradesh,1,2009,Indians,Convicts,Female,0,81,90,25
Andhra Pradesh,1,2009,Indians,Convicts,Male,0,1642,2359,337
Andhra Pradesh,1,2009,Indians,Detenus,Female,0,0,2,0
Andhra Pradesh,1,2009,Indians,Detenus,Male,0,7,31,0
Andhra Pradesh,1,2009,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2009,Indians,Others,Male,0,2,13,0
Andhra Pradesh,1,2009,Indians,Under Trials,Female,0,174,329,72
Andhra Pradesh,1,2009,Indians,Under Trials,Male,0,3168,3912,477
Andhra Pradesh,1,2010,Foreigners,Convicts,Female,0,0,1,0
Andhra Pradesh,1,2010,Foreigners,Convicts,Male,0,0,9,1
Andhra Pradesh,1,2010,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2010,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2010,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2010,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2010,Foreigners,Under Trials,Female,0,1,2,0
Andhra Pradesh,1,2010,Foreigners,Under Trials,Male,0,20,51,0
Andhra Pradesh,1,2010,Indians,Convicts,Female,0,67,108,55
Andhra Pradesh,1,2010,Indians,Convicts,Male,0,1820,2360,377
Andhra Pradesh,1,2010,Indians,Detenus,Female,0,0,2,0
Andhra Pradesh,1,2010,Indians,Detenus,Male,0,3,24,1
Andhra Pradesh,1,2010,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2010,Indians,Others,Male,0,2,11,0
Andhra Pradesh,1,2010,Indians,Under Trials,Female,0,162,337,44
Andhra Pradesh,1,2010,Indians,Under Trials,Male,0,2960,3583,489
Andhra Pradesh,1,2011,Foreigners,Convicts,Female,0,0,1,0
Andhra Pradesh,1,2011,Foreigners,Convicts,Male,0,2,7,0
Andhra Pradesh,1,2011,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2011,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2011,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2011,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2011,Foreigners,Under Trials,Female,0,1,2,0
Andhra Pradesh,1,2011,Foreigners,Under Trials,Male,0,6,32,2
Andhra Pradesh,1,2011,Indians,Convicts,Female,0,41,152,67
Andhra Pradesh,1,2011,Indians,Convicts,Male,0,1474,2263,631
Andhra Pradesh,1,2011,Indians,Detenus,Female,0,0,1,0
Andhra Pradesh,1,2011,Indians,Detenus,Male,0,2,10,1
Andhra Pradesh,1,2011,Indians,Others,Female,0,0,0,0
Andhra Pradesh,1,2011,Indians,Others,Male,0,0,9,8
Andhra Pradesh,1,2011,Indians,Under Trials,Female,0,177,337,63
Andhra Pradesh,1,2011,Indians,Under Trials,Male,0,3464,3979,481
Andhra Pradesh,1,2012,Foreigners,Convicts,Female,0,0,2,0
Andhra Pradesh,1,2012,Foreigners,Convicts,Male,0,0,5,0
Andhra Pradesh,1,2012,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2012,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2012,Foreigners,Others,Female,0,0,0,0
Andhra Pradesh,1,2012,Foreigners,Others,Male,0,0,0,0
Andhra Pradesh,1,2012,Foreigners,Under Trials,Female,0,0,10,0
Andhra Pradesh,1,2012,Foreigners,Under Trials,Male,0,5,12,0
Andhra Pradesh,1,2012,Indians,Convicts,Female,0,36,190,57
Andhra Pradesh,1,2012,Indians,Convicts,Male,0,1526,2335,571
Andhra Pradesh,1,2012,Indians,Detenus,Female,0,0,1,0
Andhra Pradesh,1,2012,Indians,Detenus,Male,0,0,3,0
Andhra Pradesh,1,2012,Indians,Others,Female,0,0,1,0
Andhra Pradesh,1,2012,Indians,Others,Male,0,0,6,1
Andhra Pradesh,1,2012,Indians,Under Trials,Female,0,159,375,93
Andhra Pradesh,1,2012,Indians,Under Trials,Male,0,3270,3970,657
Andhra Pradesh,1,2013,Foreigners,Convicts,Female,0,0,3,0
Andhra Pradesh,1,2013,Foreigners,Convicts,Male,0,2,6,1
Andhra Pradesh,1,2013,Foreigners,Detenus,Female,0,0,0,0
Andhra Pradesh,1,2013,Foreigners,Detenus,Male,0,0,0,0
Andhra Pradesh,1,2013,Foreigners,Others,Female,0,0,0,0
